issn_l,cr_year,n,h2020_n,prop
0009-9236,2019,417,8,0.019184652278177457
1087-0156,2019,416,14,0.03365384615384615
0007-1285,2018,416,2,0.004807692307692308
0170-0839,2019,416,0,0
0947-7047,2018,416,0,0
0886-0440,2019,415,0,0
0887-6924,2020,415,7,0.016867469879518072
0937-3462,2020,414,0,0
1557-1939,2019,414,5,0.012077294685990338
0932-0113,2020,414,2,0.004830917874396135
0007-1188,2020,414,10,0.024154589371980676
0340-5354,2018,413,4,0.009685230024213076
1071-3581,2018,413,2,0.004842615012106538
1540-496X,2019,412,0,0
0029-5515,2020,412,116,0.2815533980582524
0170-0839,2020,411,1,0.0024330900243309003
1735-1472,2020,411,1,0.0024330900243309003
1354-523X,2020,411,0,0
1341-8076,2020,410,0,0
1464-4096,2018,409,0,0
1447-0756,2020,409,0,0
1364-5072,2020,409,2,0.004889975550122249
0268-1242,2020,408,3,0.007352941176470588
0301-4851,2018,408,1,0.0024509803921568627
0162-3257,2018,408,5,0.012254901960784314
0953-816X,2018,408,9,0.022058823529411766
1619-7070,2019,408,7,0.01715686274509804
0001-6268,2019,407,1,0.002457002457002457
0303-4569,2020,407,0,0
1610-0379,2019,406,0,0
0019-6061,2020,406,0,0
0020-7292,2020,406,0,0
2193-4126,2020,406,0,0
0931-041X,2020,404,0,0
2194-4288,2020,404,16,0.039603960396039604
1083-7159,2020,403,1,0.0024813895781637717
1432-8488,2020,403,4,0.009925558312655087
1552-4825,2018,403,1,0.0024813895781637717
1368-9800,2019,403,0,0
0094-3061,2019,402,0,0
1754-5692,2020,402,27,0.06716417910447761
0306-3674,2018,402,0,0
0953-4075,2020,402,20,0.04975124378109453
0165-5701,2020,402,0,0
1473-2130,2019,402,0,0
0003-6846,2018,401,3,0.007481296758104738
1354-1013,2018,401,24,0.059850374064837904
0025-729X,2020,401,0,0
0736-8046,2020,401,0,0
2199-160X,2020,401,22,0.05486284289276808
1462-8902,2018,401,14,0.034912718204488775
0177-798X,2020,400,1,0.0025
0920-8542,2020,400,5,0.0125
1091-255X,2018,398,0,0
0306-0012,2020,398,28,0.07035175879396985
1574-1443,2020,398,0,0
0932-0067,2019,398,0,0
0268-2575,2019,398,4,0.010050251256281407
0007-1145,2018,398,2,0.005025125628140704
2052-1545,2018,398,1,0.002512562814070352
1099-047X,2020,398,0,0
0370-1972,2020,398,13,0.032663316582914576
0815-9319,2020,397,0,0
0163-4984,2019,397,0,0
0893-7648,2019,397,6,0.015113350125944584
0022-1112,2020,397,2,0.005037783375314861
1570-0755,2019,397,0,0
2192-2640,2019,397,13,0.0327455919395466
0269-2813,2020,396,2,0.005050505050505051
0264-9381,2019,396,30,0.07575757575757576
0170-0839,2018,396,0,0
1933-7191,2020,395,0,0
1022-1336,2018,395,12,0.030379746835443037
1388-0764,2020,395,2,0.005063291139240506
0960-7412,2019,394,19,0.048223350253807105
0937-4477,2018,394,0,0
1590-1874,2018,394,4,0.01015228426395939
0366-6352,2020,394,0,0
0307-6938,2020,394,1,0.0025380710659898475
1438-1656,2019,393,7,0.017811704834605598
0022-152X,2019,393,0,0
1548-7091,2019,393,24,0.061068702290076333
1478-3223,2020,393,10,0.02544529262086514
1091-255X,2020,392,0,0
0033-2917,2019,392,5,0.012755102040816327
0009-9236,2020,392,6,0.015306122448979591
1396-0296,2019,392,0,0
1462-8910,2019,392,0,0
1439-4235,2020,392,14,0.03571428571428571
1062-1024,2019,392,0,0
0940-6719,2020,391,0,0
0049-6979,2018,391,2,0.005115089514066497
1438-1656,2018,390,2,0.005128205128205128
0921-030X,2018,390,5,0.01282051282051282
0954-4062,2019,390,4,0.010256410256410256
1751-7311,2019,389,3,0.007712082262210797
1043-3074,2018,389,0,0
0105-4538,2019,389,6,0.015424164524421594
0039-7857,2019,388,10,0.02577319587628866
2192-2640,2018,388,10,0.02577319587628866
1877-2641,2020,388,10,0.02577319587628866
1745-2473,2018,388,46,0.11855670103092783
1615-9306,2019,388,1,0.002577319587628866
0962-1067,2019,388,0,0
0278-4297,2020,387,0,0
1432-6981,2019,387,0,0
1755-7380,2018,387,1,0.002583979328165375
0011-9059,2019,386,0,0
0948-5023,2019,386,2,0.0051813471502590676
1470-0328,2019,386,1,0.0025906735751295338
0025-729X,2019,386,0,0
1355-008X,2020,386,1,0.0025906735751295338
1077-5463,2020,386,0,0
0049-4747,2019,385,1,0.0025974025974025974
1098-3600,2018,385,10,0.025974025974025976
0033-2917,2018,385,5,0.012987012987012988
0899-823X,2018,384,0,0
1049-8923,2019,383,6,0.015665796344647518
2190-5517,2020,383,5,0.013054830287206266
1011-372X,2020,383,2,0.005221932114882507
2365-709X,2019,383,9,0.02349869451697128
1557-1939,2020,383,2,0.005221932114882507
0741-238X,2020,382,2,0.005235602094240838
0951-418X,2020,382,0,0
0029-5515,2018,382,127,0.3324607329842932
0022-1147,2018,382,1,0.002617801047120419
0932-0113,2019,382,1,0.002617801047120419
1354-1013,2019,382,30,0.078534031413612565
1034-4810,2019,381,0,0
0304-8608,2019,381,3,0.007874015748031496
1087-0156,2018,380,8,0.021052631578947368
1869-1919,2020,380,1,0.002631578947368421
0072-1050,2020,380,0,0
1388-9842,2020,380,3,0.007894736842105263
0018-8158,2018,380,4,0.010526315789473684
1078-1552,2020,379,0,0
0920-8542,2019,379,10,0.026385224274406333
0946-7076,2020,379,0,0
0268-3369,2020,379,0,0
1751-7311,2018,379,3,0.0079155672823219
0177-798X,2018,379,5,0.013192612137203167
0032-079X,2020,379,10,0.026385224274406333
0962-1083,2018,379,14,0.036939313984168866
0022-4790,2019,379,0,0
0308-0110,2020,379,0,0
1862-6300,2020,378,8,0.021164021164021163
0032-5473,2020,378,0,0
0278-4297,2018,378,0,0
0254-5330,2018,377,5,0.013262599469496022
1355-6037,2018,376,3,0.007978723404255319
0962-1105,2018,376,3,0.007978723404255319
2398-4902,2019,376,10,0.026595744680851064
0163-4984,2018,375,0,0
1022-1336,2020,375,9,0.024
0730-0301,2019,375,45,0.12
0007-1145,2019,375,0,0
0006-3592,2020,374,9,0.02406417112299465
0254-5330,2019,374,4,0.0106951871657754
1570-0755,2020,374,2,0.0053475935828877
0307-6938,2018,373,0,0
1755-375X,2020,373,3,0.00804289544235925
1053-1807,2018,372,4,0.010752688172043012
1742-5468,2019,371,22,0.05929919137466307
2326-5191,2020,371,2,0.005390835579514825
0342-4642,2019,371,2,0.005390835579514825
0173-0835,2018,371,2,0.005390835579514825
1364-5072,2019,371,4,0.01078167115902965
0309-2402,2019,370,0,0
0032-079X,2018,370,4,0.010810810810810811
0932-0067,2018,370,0,0
1078-8956,2018,370,21,0.05675675675675676
0960-3182,2019,370,0,0
0940-6719,2019,369,0,0
1877-2641,2018,369,0,0
1877-2641,2019,369,8,0.02168021680216802
1882-0778,2018,369,2,0.005420054200542005
0304-8608,2020,368,4,0.010869565217391304
1022-9760,2020,368,0,0
1751-7311,2020,368,9,0.024456521739130436
0962-1083,2019,368,16,0.043478260869565216
1574-1443,2019,368,0,0
0268-3369,2018,368,0,0
0893-7648,2020,367,4,0.010899182561307902
1462-2912,2019,367,19,0.051771117166212535
0960-7412,2018,367,7,0.01907356948228883
0954-4062,2018,367,1,0.0027247956403269754
1754-5692,2018,367,20,0.05449591280653951
0736-0266,2020,367,2,0.005449591280653951
0736-0266,2019,367,2,0.005449591280653951
0742-3071,2018,366,1,0.00273224043715847
0022-4790,2018,366,0,0
0960-7692,2020,365,6,0.01643835616438356
1042-7147,2020,365,1,0.0027397260273972603
0953-4075,2018,365,21,0.057534246575342465
0742-2822,2020,364,1,0.0027472527472527475
1876-990X,2018,363,0,0
1074-5351,2019,363,1,0.0027548209366391185
0953-8585,2020,363,0,0
1747-0218,2018,363,4,0.011019283746556474
0884-1616,2020,363,1,0.0027548209366391185
0145-8884,2019,363,0,0
0939-5555,2018,363,0,0
2059-2302,2020,362,0,0
1040-0397,2020,362,2,0.0055248618784530384
0003-6846,2020,362,0,0
0012-9658,2019,362,8,0.022099447513812154
0014-5793,2019,361,6,0.01662049861495845
0951-4198,2020,361,7,0.019390581717451522
2052-1537,2020,361,5,0.013850415512465374
2326-5191,2019,361,7,0.019390581717451522
1355-557X,2018,360,2,0.005555555555555556
0374-4884,2019,360,0,0
0001-1541,2019,360,3,0.008333333333333333
0936-8051,2020,359,0,0
0899-823X,2019,359,0,0
0887-6924,2019,359,15,0.04178272980501393
0254-5330,2020,359,0,0
0366-6352,2019,359,0,0
0003-2409,2019,359,1,0.002785515320334262
0020-7608,2020,358,1,0.002793296089385475
0361-8609,2020,358,0,0
1745-2473,2019,358,41,0.11452513966480447
0922-6168,2019,358,0,0
0010-3616,2019,358,34,0.09497206703910614
0022-3050,2020,357,2,0.0056022408963585435
2162-8769,2019,357,4,0.011204481792717087
0277-6715,2018,356,4,0.011235955056179775
0361-8609,2018,356,0,0
0148-5598,2019,356,2,0.0056179775280898875
2051-6347,2020,355,21,0.059154929577464786
0171-5216,2020,355,2,0.005633802816901409
1755-375X,2018,355,1,0.0028169014084507044
1011-372X,2018,354,0,0
0363-907X,2018,354,3,0.00847457627118644
1745-2473,2020,354,38,0.10734463276836158
1046-7408,2018,353,0,0
0011-183X,2020,353,0,0
0138-9130,2018,353,2,0.0056657223796034
0268-2575,2018,353,8,0.0226628895184136
0148-639X,2020,352,1,0.002840909090909091
0020-7748,2019,352,1,0.002840909090909091
0007-1161,2018,352,0,0
1085-3278,2020,352,2,0.005681818181818182
1526-498X,2018,352,2,0.005681818181818182
0012-9658,2018,352,8,0.022727272727272728
1040-0397,2018,351,4,0.011396011396011397
1570-0755,2018,351,2,0.005698005698005698
1530-9932,2019,351,1,0.002849002849002849
0885-3185,2018,351,5,0.014245014245014245
2051-8153,2020,351,20,0.05698005698005698
0306-6800,2020,351,5,0.014245014245014245
1350-4851,2019,350,1,0.002857142857142857
0167-594X,2018,350,0,0
0721-832X,2019,350,2,0.005714285714285714
0966-0410,2020,350,0,0
0268-1242,2019,350,8,0.022857142857142857
0018-1196,2019,350,0,0
1464-4096,2020,350,0,0
1355-6037,2019,350,3,0.008571428571428572
0003-2409,2020,349,0,0
0022-152X,2020,349,0,0
2052-1537,2019,349,3,0.008595988538681949
0145-8876,2019,349,0,0
0022-152X,2018,349,0,0
1085-3278,2018,348,2,0.005747126436781609
0267-9477,2020,348,11,0.031609195402298854
2161-3915,2020,348,0,0
2051-8153,2019,348,18,0.05172413793103448
1090-7165,2019,347,1,0.002881844380403458
0007-1285,2020,347,3,0.008645533141210375
1058-0468,2020,347,0,0
0138-9130,2019,347,4,0.011527377521613832
0960-3182,2018,347,0,0
1472-0205,2020,347,0,0
0815-9319,2019,346,0,0
2365-709X,2018,346,10,0.028901734104046242
1435-9529,2020,346,0,0
0013-9580,2020,346,2,0.005780346820809248
1099-0496,2019,346,0,0
0902-0063,2020,346,0,0
0950-5423,2019,345,0,0
2047-4830,2018,345,3,0.008695652173913044
1462-2912,2018,345,13,0.03768115942028986
0022-0469,2018,345,1,0.002898550724637681
0937-3462,2019,344,1,0.0029069767441860465
1930-7381,2020,344,1,0.0029069767441860465
0885-6087,2020,344,0,0
0723-2632,2019,344,1,0.0029069767441860465
0736-8046,2018,344,0,0
0277-6715,2020,343,1,0.0029154518950437317
0031-3998,2018,343,0,0
0950-5423,2018,343,1,0.0029154518950437317
0001-1541,2018,342,4,0.011695906432748537
0965-2140,2018,342,3,0.008771929824561403
0930-7516,2019,342,4,0.011695906432748537
0167-9899,2020,342,2,0.005847953216374269
1569-5794,2020,342,2,0.005847953216374269
0148-639X,2019,342,0,0
0934-9723,2019,342,3,0.008771929824561403
1754-5692,2019,342,21,0.06140350877192982
2363-6203,2020,341,0,0
0340-7004,2020,341,3,0.008797653958944282
0306-3674,2020,341,4,0.011730205278592375
0340-6199,2020,341,3,0.008797653958944282
1364-5072,2018,339,0,0
1566-2543,2020,339,3,0.008849557522123894
0940-6719,2018,339,0,0
2367-198X,2019,339,5,0.014749262536873156
2040-8978,2018,339,14,0.04129793510324484
0883-7694,2018,339,5,0.014749262536873156
0948-5023,2020,339,1,0.0029498525073746312
1758-678X,2018,338,25,0.07396449704142012
1742-464X,2018,338,15,0.04437869822485207
1328-8067,2020,338,0,0
1057-9249,2018,338,0,0
1359-4184,2020,338,4,0.011834319526627219
0950-222X,2018,337,0,0
0921-8971,2018,337,6,0.017804154302670624
1598-9623,2019,337,0,0
1388-0764,2018,337,4,0.011869436201780416
1040-0397,2019,337,1,0.002967359050445104
1529-9163,2018,336,0,0
1090-7165,2020,336,0,0
0306-5251,2018,336,4,0.011904761904761904
0899-8418,2020,336,6,0.017857142857142856
0301-1623,2020,336,0,0
1615-147X,2020,336,7,0.020833333333333332
0721-832X,2018,335,0,0
1594-0667,2019,335,3,0.008955223880597015
2397-334X,2018,335,22,0.06567164179104477
0007-1161,2019,335,0,0
2192-6506,2020,335,7,0.020895522388059702
0885-3185,2019,335,3,0.008955223880597015
0928-0707,2018,334,3,0.008982035928143712
0014-5246,2018,333,0,0
0972-2815,2019,333,0,0
0147-8389,2018,333,0,0
1074-5351,2020,333,0,0
0007-0920,2019,333,9,0.02702702702702703
2193-4126,2019,333,1,0.003003003003003003
1355-008X,2019,332,0,0
0001-6268,2018,332,0,0
1860-7179,2020,332,13,0.0391566265060241
0007-1188,2018,332,6,0.018072289156626505
1355-008X,2018,331,1,0.0030211480362537764
0742-3071,2019,331,2,0.006042296072507553
0893-133X,2020,330,4,0.012121212121212121
1598-9623,2020,330,0,0
1612-2011,2018,330,2,0.006060606060606061
2326-5191,2018,330,6,0.01818181818181818
0177-798X,2019,329,2,0.0060790273556231
1998-0000,2019,329,4,0.0121580547112462
0001-2092,2020,329,0,0
0021-9983,2020,329,5,0.015197568389057751
0887-6924,2018,329,7,0.02127659574468085
0742-2822,2019,329,0,0
1090-7165,2018,328,0,0
0031-921X,2019,328,0,0
0742-2822,2018,328,0,0
1529-9163,2020,328,0,0
1538-7836,2018,328,2,0.006097560975609756
1469-221X,2020,327,18,0.05504587155963303
0165-0009,2020,327,22,0.0672782874617737
0885-6087,2018,326,3,0.009202453987730062
0966-0429,2020,326,0,0
1054-660X,2018,326,1,0.003067484662576687
0302-8933,2020,326,0,0
1229-9197,2020,326,0,0
2398-4902,2018,326,12,0.03680981595092025
0921-8971,2020,326,11,0.03374233128834356
1525-2027,2019,326,13,0.03987730061349693
1046-1310,2018,326,0,0
0268-2575,2020,325,1,0.003076923076923077
2193-5807,2019,325,0,0
0743-8346,2020,325,0,0
0039-7857,2018,325,11,0.033846153846153845
0003-2409,2018,325,0,0
2199-160X,2018,324,15,0.046296296296296294
1548-7091,2020,324,13,0.040123456790123455
0001-1541,2020,323,6,0.018575851393188854
2661-8907,2020,323,7,0.021671826625386997
0006-3592,2019,323,9,0.02786377708978328
0741-3335,2019,323,72,0.22291021671826625
0031-921X,2018,323,0,0
1439-0108,2019,322,1,0.003105590062111801
1444-0903,2019,322,0,0
0929-5305,2020,322,0,0
0020-7748,2018,322,0,0
0179-1958,2020,322,0,0
1529-9163,2019,322,0,0
1474-905X,2019,322,7,0.021739130434782608
2397-3366,2019,321,25,0.0778816199376947
0962-9343,2020,321,2,0.006230529595015576
0951-418X,2019,321,0,0
0033-3158,2018,321,3,0.009345794392523364
1341-8076,2018,321,0,0
0948-5023,2018,321,1,0.003115264797507788
0934-9723,2020,321,5,0.01557632398753894
0256-7040,2018,321,0,0
1434-6028,2018,321,15,0.04672897196261682
1742-5468,2020,321,23,0.07165109034267912
0017-5749,2019,320,10,0.03125
2509-7075,2018,320,2,0.00625
1538-7836,2019,320,2,0.00625
1975-0102,2019,320,0,0
0277-6715,2019,320,3,0.009375
1352-4585,2018,320,1,0.003125
1759-8478,2020,320,1,0.003125
0037-6779,2018,320,0,0
0020-7748,2020,319,0,0
1351-5101,2018,319,0,0
0077-8923,2018,319,8,0.025078369905956112
2193-5807,2018,319,0,0
0033-4553,2019,318,3,0.009433962264150943
0364-2348,2020,318,0,0
0022-1112,2018,318,3,0.009433962264150943
2053-1400,2020,318,5,0.015723270440251572
1098-3600,2019,318,4,0.012578616352201259
1073-5615,2018,318,1,0.0031446540880503146
0963-0252,2020,318,9,0.02830188679245283
0022-0469,2020,318,0,0
1462-8902,2019,317,3,0.00946372239747634
1057-9249,2019,317,2,0.006309148264984227
1098-3600,2020,317,1,0.0031545741324921135
0148-639X,2018,317,0,0
0044-2313,2018,317,1,0.0031545741324921135
0174-1551,2020,317,0,0
0965-2140,2019,316,2,0.006329113924050633
1619-7070,2018,316,2,0.006329113924050633
1352-4585,2020,316,4,0.012658227848101266
1741-2552,2020,316,23,0.07278481012658228
0167-4544,2018,315,1,0.0031746031746031746
0832-610X,2020,315,0,0
0261-4189,2020,315,31,0.09841269841269841
1755-375X,2019,315,4,0.012698412698412698
1594-0667,2020,315,4,0.012698412698412698
1047-9511,2019,315,0,0
0736-8046,2019,315,0,0
1613-4125,2018,315,2,0.006349206349206349
0915-5635,2020,314,0,0
0031-921X,2020,314,0,0
0049-6979,2019,314,2,0.006369426751592357
1462-8902,2020,314,5,0.01592356687898089
1540-496X,2018,314,3,0.009554140127388535
1464-4096,2019,314,0,0
0741-238X,2019,313,1,0.003194888178913738
0007-1250,2018,313,1,0.003194888178913738
0893-133X,2018,313,2,0.006389776357827476
0303-8300,2020,313,9,0.02875399361022364
0021-9983,2019,313,4,0.012779552715654952
0012-1622,2020,313,0,0
0278-081X,2019,312,2,0.00641025641025641
0194-5998,2019,312,1,0.003205128205128205
0364-5134,2020,312,9,0.028846153846153848
0177-0667,2020,312,0,0
2397-3366,2018,311,23,0.07395498392282958
1359-4184,2019,311,16,0.05144694533762058
0268-3369,2019,311,0,0
0007-1285,2019,311,1,0.003215434083601286
0018-1196,2020,311,0,0
0009-9236,2018,310,9,0.02903225806451613
2058-5276,2019,310,29,0.0935483870967742
0256-307X,2018,310,0,0
1062-1024,2018,310,0,0
1439-0108,2018,310,3,0.00967741935483871
0037-6779,2019,310,1,0.0032258064516129032
0173-0835,2019,310,0,0
0962-9343,2018,310,1,0.0032258064516129032
0741-5400,2020,310,0,0
0019-5480,2019,309,0,0
1360-2357,2020,309,1,0.003236245954692557
0013-9580,2018,309,0,0
0049-4747,2020,309,0,0
1828-0447,2020,309,0,0
1017-9909,2018,309,0,0
1865-1674,2019,309,5,0.016181229773462782
0019-5456,2019,308,0,0
1049-8923,2018,307,3,0.009771986970684038
2052-1537,2018,307,3,0.009771986970684038
2397-334X,2019,307,36,0.11726384364820847
0033-4553,2018,307,4,0.013029315960912053
2059-2302,2019,307,1,0.003257328990228013
0032-5473,2019,307,0,0
0954-3007,2018,306,0,0
0931-041X,2018,306,0,0
1083-7159,2018,306,0,0
2053-2733,2020,306,2,0.006535947712418301
0269-3879,2018,306,0,0
0018-8158,2020,306,0,0
0301-1623,2019,306,0,0
0300-8177,2020,306,2,0.006535947712418301
0883-7694,2020,306,5,0.016339869281045753
1476-1122,2019,306,34,0.1111111111111111
2162-8769,2018,305,3,0.009836065573770493
0340-5761,2020,305,20,0.06557377049180328
0044-2313,2020,305,6,0.019672131147540985
0928-0707,2019,305,2,0.006557377049180328
0883-7694,2019,305,5,0.01639344262295082
0022-1112,2019,305,2,0.006557377049180328
0033-3158,2020,305,3,0.009836065573770493
0960-7692,2019,305,0,0
0001-2092,2019,305,0,0
0094-3061,2018,305,1,0.003278688524590164
0734-2101,2020,304,6,0.019736842105263157
0939-5555,2019,304,1,0.003289473684210526
0017-8748,2020,304,0,0
1530-9932,2020,304,1,0.003289473684210526
1748-3387,2018,303,30,0.09900990099009901
0022-3042,2020,303,5,0.0165016501650165
0391-4097,2020,303,1,0.0033003300330033004
1439-0108,2020,302,2,0.006622516556291391
0930-7516,2020,302,4,0.013245033112582781
0001-0782,2018,302,4,0.013245033112582781
1432-8488,2018,302,0,0
1420-682X,2020,302,12,0.039735099337748346
1350-7303,2018,302,0,0
2190-5517,2019,301,1,0.0033222591362126247
0029-6651,2018,301,0,0
1434-6001,2020,301,19,0.06312292358803986
0937-3462,2018,301,0,0
0105-1873,2020,301,0,0
1229-9197,2018,301,0,0
1229-9197,2019,301,0,0
2095-8226,2020,301,0,0
0733-2467,2018,301,0,0
0962-9343,2019,301,2,0.006644518272425249
0301-0449,2020,300,0,0
1742-5468,2018,300,16,0.05333333333333334
0012-1622,2019,300,1,0.0033333333333333335
1864-063X,2019,300,17,0.056666666666666664
0366-6352,2018,300,1,0.0033333333333333335
0018-8158,2019,300,3,0.01
0306-5251,2019,299,0,0
1398-2273,2020,299,0,0
1876-990X,2019,299,1,0.0033444816053511705
0902-0063,2019,299,0,0
0167-4544,2019,299,2,0.006688963210702341
1022-9760,2019,298,0,0
0001-2092,2018,298,0,0
0361-8609,2019,298,2,0.006711409395973154
0014-5793,2020,298,5,0.016778523489932886
1860-7179,2018,298,12,0.040268456375838924
1328-8067,2019,298,0,0
1941-7012,2018,298,1,0.003355704697986577
1432-8488,2019,297,1,0.003367003367003367
0930-7516,2018,297,17,0.05723905723905724
0032-3888,2020,297,0,0
0268-1242,2018,297,11,0.037037037037037035
1869-1919,2018,297,1,0.003367003367003367
2397-3374,2019,297,8,0.026936026936026935
1022-0038,2019,297,2,0.006734006734006734
0256-307X,2020,297,1,0.003367003367003367
1397-3142,2019,296,0,0
1612-1872,2020,295,0,0
1397-3142,2020,295,0,0
2193-4126,2018,295,0,0
0269-3879,2020,295,0,0
0014-4819,2018,294,8,0.027210884353741496
0021-9983,2018,294,2,0.006802721088435374
0723-2632,2018,294,6,0.02040816326530612
1007-662X,2018,294,0,0
0733-2467,2019,294,1,0.003401360544217687
